Commodity Name,City Name,Type,Package,Variety,Sub Variety,Grade,Date,Low Price,High Price,Mostly Low,Mostly High,Origin,Origin District,Item Size,Color,Environment,Unit of Sale,Quality,Condition,Appearance,Storage,Crop,Repack,Trans Mode,Offerings,Market Tone,Price Comment,Comments
PUMPKINS,ST. LOUIS,,24 inch bins,MIXED HEIRLOOM VARIETIES,,,09/28/2016,135,135,,,MISSOURI,,,,,,,,,,,N,,,ABOUT STEADY.,,
PUMPKINS,ST. LOUIS,,24 inch bins,MIXED HEIRLOOM VARIETIES,,,09/29/2016,100,100,,,ILLINOIS,,,,,,,,,,,N,,,"MINIATURE LOWER, OTHERS STEADY.",,
PUMPKINS,ST. LOUIS,,24 inch bins,MIXED HEIRLOOM VARIETIES,,,09/29/2016,135,135,,,MISSOURI,,,,,,,,,,,N,,,"MINIATURE LOWER, OTHERS STEADY.",,
PUMPKINS,ST. LOUIS,,24 inch bins,MIXED HEIRLOOM VARIETIES,,,09/30/2016,100,100,,,ILLINOIS,,,,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,24 inch bins,MIXED HEIRLOOM VARIETIES,,,09/30/2016,135,135,,,MISSOURI,,,,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/26/2016,15,15,,,CANADA,ONTARIO,,ORANGE,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/26/2016,15,15,,,CANADA,ONTARIO,,WHITE,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/26/2016,15.75,15.75,,,ILLINOIS,,,WHITE,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/26/2016,12.5,12.5,,,ILLINOIS,,,ORANGE,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/27/2016,15,15,,,CANADA,ONTARIO,,ORANGE,,,,,,,,N,,,STEADY.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/27/2016,15,15,,,CANADA,ONTARIO,,WHITE,,,,,,,,N,,,STEADY.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/27/2016,15,15.75,,,ILLINOIS,,,WHITE,,,,,,,,N,,,STEADY.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/27/2016,12.5,15,,,ILLINOIS,,,ORANGE,,,,,,,,N,,,STEADY.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/28/2016,15,15,,,CANADA,ONTARIO,,WHITE,,,,,,,,N,,,ABOUT STEADY.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/28/2016,15,15,,,CANADA,ONTARIO,,ORANGE,,,,,,,,N,,,ABOUT STEADY.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/28/2016,15,15.75,,,ILLINOIS,,,WHITE,,,,,,,,N,,,ABOUT STEADY.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/28/2016,12.5,15,,,ILLINOIS,,,ORANGE,,,,,,,,N,,,ABOUT STEADY.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/29/2016,15,15,,,CANADA,ONTARIO,,WHITE,,,,,,,,N,,,"MINIATURE LOWER, OTHERS STEADY.",,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/29/2016,15,15,,,CANADA,ONTARIO,,ORANGE,,,,,,,,N,,,"MINIATURE LOWER, OTHERS STEADY.",,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/29/2016,13.75,15,,,ILLINOIS,,,WHITE,,,,,,,,N,,,"MINIATURE LOWER, OTHERS STEADY.",,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/29/2016,10.75,15,,,ILLINOIS,,,ORANGE,,,,,,,,N,,,"MINIATURE LOWER, OTHERS STEADY.",,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/29/2016,12,12,,,MICHIGAN,,,ORANGE,,,,,,,,N,,,"MINIATURE LOWER, OTHERS STEADY.",,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/29/2016,12,12,,,MICHIGAN,,,WHITE,,,,,,,,N,,,"MINIATURE LOWER, OTHERS STEADY.",,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/30/2016,15,15,,,CANADA,ONTARIO,,ORANGE,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/30/2016,15,15,,,CANADA,ONTARIO,,WHITE,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/30/2016,13.75,15,,,ILLINOIS,,,WHITE,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/30/2016,10.75,15,,,ILLINOIS,,,ORANGE,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/30/2016,12,12,,,MICHIGAN,,,WHITE,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,09/30/2016,12,12,,,MICHIGAN,,,ORANGE,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,22 lb cartons,MINIATURE,FLAT TYPE,,09/26/2016,16.75,16.75,,,ILLINOIS,,,WHITE,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,22 lb cartons,MINIATURE,FLAT TYPE,,09/26/2016,16.75,16.75,,,ILLINOIS,,,ORANGE,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,22 lb cartons,MINIATURE,FLAT TYPE,,09/27/2016,16.75,16.75,,,ILLINOIS,,,WHITE,,,,,,,,N,,,STEADY.,,
PUMPKINS,ST. LOUIS,,22 lb cartons,MINIATURE,FLAT TYPE,,09/27/2016,16.75,16.75,,,ILLINOIS,,,ORANGE,,,,,,,,N,,,STEADY.,,
PUMPKINS,ST. LOUIS,,22 lb cartons,MINIATURE,FLAT TYPE,,09/28/2016,14.75,14.75,,,ILLINOIS,,,WHITE,,,,,,,,N,,,ABOUT STEADY.,,
PUMPKINS,ST. LOUIS,,22 lb cartons,MINIATURE,FLAT TYPE,,09/28/2016,14.75,14.75,,,ILLINOIS,,,ORANGE,,,,,,,,N,,,ABOUT STEADY.,,
PUMPKINS,ST. LOUIS,,22 lb cartons,MINIATURE,FLAT TYPE,,09/29/2016,10.75,10.75,,,ILLINOIS,,,ORANGE,,,,,,,,N,,,"MINIATURE LOWER, OTHERS STEADY.",,
PUMPKINS,ST. LOUIS,,22 lb cartons,MINIATURE,FLAT TYPE,,09/29/2016,14.75,14.75,,,ILLINOIS,,,WHITE,,,,,,,,N,,,"MINIATURE LOWER, OTHERS STEADY.",,
PUMPKINS,ST. LOUIS,,22 lb cartons,MINIATURE,FLAT TYPE,,09/30/2016,10.75,10.75,,,ILLINOIS,,,ORANGE,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,22 lb cartons,MINIATURE,FLAT TYPE,,09/30/2016,14.75,14.75,,,ILLINOIS,,,WHITE,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,36 inch bins,MINIATURE,ROUND TYPE,,09/26/2016,275,275,,,MICHIGAN,,sml,,,,,,,,,N,,,LOWER.,,
PUMPKINS,ST. LOUIS,,36 inch bins,MINIATURE,ROUND TYPE,,09/27/2016,275,275,,,MICHIGAN,,sml,,,,,,,,,N,,,STEADY.,,
PUMPKINS,ST. LOUIS,,36 inch bins,MINIATURE,ROUND TYPE,,09/28/2016,275,275,,,MICHIGAN,,sml,,,,,,,,,N,,,ABOUT STEADY.,,
PUMPKINS,ST. LOUIS,,36 inch bins,MINIATURE,ROUND TYPE,,09/29/2016,275,275,,,MICHIGAN,,sml,,,,,,,,,N,,,"MINIATURE LOWER, OTHERS STEADY.",,
